year,month,day,P(mm/d),E(mm/d),Q_obs(mm/d)
1987,11,14,31.1,2.99,7.5581
1987,11,15,4.7,2.99,5.9941
1987,11,16,0,2.99,2.00389
1987,11,17,0.2,2.99,1.34652
1987,11,18,0,2.99,1.06259
1987,11,19,0,2.99,0.88942
1987,11,20,0,2.99,0.74434
1987,11,21,0,2.99,0.66163
1987,11,22,0,2.99,0.52187
1987,11,23,6.8,2.99,0.43704
1987,11,24,0,2.99,0.52927
1987,11,25,0.6,2.99,0.3904
1987,11,26,1,2.99,0.3295
1987,11,27,23.8,2.99,2.07389
1987,11,28,17.7,2.99,6.17611
1987,11,29,33.7,2.99,11.25298
1987,11,30,24.1,2.99,17.68832
1987,12,1,5.9,2.99,9.47027
1987,12,2,1.2,3.69,5.18401
1987,12,3,5.7,3.69,2.92453
1987,12,4,22.7,3.69,12.01523
1987,12,5,0.7,3.69,5.53726
1987,12,6,4.6,3.69,3.0749
1987,12,7,6.1,3.69,2.97201
1987,12,8,0,3.69,2.19386
1987,12,9,22.7,3.69,8.59955
1987,12,10,14.6,3.69,12.53887
1987,12,11,3,3.69,8.00948
1987,12,12,0,3.69,4.46507
1987,12,13,0,3.69,2.94923
1987,12,14,0,3.69,2.22147
1987,12,15,0,3.69,1.83719
1987,12,16,0.1,3.69,1.40083
1987,12,17,0.5,3.69,0.7808
1987,12,18,3.5,3.69,0.85857
1987,12,19,0,3.69,0.64114
1987,12,20,4.7,3.69,0.6499
1987,12,21,0,3.69,0.73868
1987,12,22,0,3.69,0.3231
1987,12,23,0,3.69,0.23622
1987,12,24,90.4,3.69,35.82437
1987,12,25,1.1,3.69,6.46999
1987,12,26,48.4,3.69,22.83551
1987,12,27,28.9,3.69,21.8455
1987,12,28,2,3.69,9.19757
1987,12,29,0,3.69,3.04245
1987,12,30,0.3,3.69,1.52329
1987,12,31,0.6,3.69,1.1811
